date_captured,road_name,section_start,section_end,suburb,direction_1,vehicles_1,direction_2,vehicles_2,volume_per_day,85th_percentile_speed
2014-Dec,Napier Street,Gertrude Street,Victoria Parade,Fitzroy,East/North,134,West/South,561,695,41.4
2014-Dec,Napier Street,Moor Street,St David Street,Fitzroy,East/North,502,West/South,647,1149,37.1
2014-Dec,Park Crescent,Panther Place,Station Street,Alphington,East/North,332,West/South,293,625,32
2014-Dec,St Bernards Road,Como Street,Lucerne Crescent,Alphington,East/North,128,West/South,241,369,36.7
2014-Dec,Tanner Street,Tyson Street,Woodlawn Street,Richmond,East/North,336,West/South,435,771,35.6
2014-Dec,Victoria Street,Fitzroy Street,Nicholson Street,Fitzroy,East/North,993,West/South,473,1466,37.4
2014-Dec,View Street,Riverview Grove,Lucerne Crescent,Alphington,East/North,565,West/South,342,907,41.4
2014-Dec,Woodlawn Street,Richmond Terrace,Sutton Grove,Richmond,East/North,105,West/South,407,512,32.4
2014-Dec,Yarra Bend Road,Fairlea Road,Heidelberg Road,Alphington,East/North,1820,West/South,1783,3603,44.3
2014-Dec,Yarralea Street,Gibson Street,Killop Street,Alphington,East/North,535,West/South,773,1308,36
2014-Dec,Young Street,Gertrude Street,Graham Street,Fitzroy,East/North,488,West/South,29,517,33.1
2013-Dec,Campbell Street,McCutcheon Way,Gipps Street,Collingwood,East/North,12,West/South,510,522,37.8
2013-Dec,Campbell Street,McCutcheon Way,Vere Street,Collingwood,East/North,486,West/South,595,1081,35.6
2013-Dec,Derby Street,Little Oxford Street,Smith Street,Collingwood,East/North,483,West/South,1190,1673,41
2013-Dec,Islington Street,Langridge Street,Victoria Parade,Collingwood,East/North,525,West/South,60,585,40.7
2013-Dec,Little Oxford Street,Langridge Street,Peel Street,Collingwood,East/North,433,West/South,13,446,34.2
2013-Dec,McCutcheon Way,Campbell Street,Cromwell Street,Collingwood,East/North,325,West/South,962,1287,34.9
2013-Dec,North Terrace,Gold Street,Hoddle Street,Clifton Hill,East/North,764,West/South,706,1470,38.5
2013-Dec,Spring Street,Argyle Street,Johnston Street,Fitzroy,East/North,604,West/South,376,980,32.8
2012-Dec,Botherambo Street,Swan Street,Tanner Street,Richmond,East/North,245,West/South,7,252,42.5
2012-Dec,Darlington Parade,Church Street,Waltham Street,Richmond,East/North,544,West/South,563,1107,40.7
2012-Dec,Gipps Street,Carroll Street,Lennox Street,Richmond ,East/North,998,West/South,1797,2795,38.9
2012-Dec,Goodwood Street,Fordham Street,Waltham Street,Richmond ,East/North,518,West/South,597,1115,36.7
2012-Dec,Mater Street,Charlotte Street,Wellington Street,Collingwood ,East/North,478,West/South,380,858,35.6
2012-Dec,Richmond Terrace,Alfred Street,Miller Street,Richmond ,East/North,138,West/South,471,609,31.7
2012-Dec,Rotherwood Street,The Crofts,Goodwood Street,Richmond ,East/North,352,West/South,619,971,55.3
2012-Dec,Rowena Parade,Portland Street,The Vaucluse,Richmond ,East/North,307,West/South,394,701,38.5
2012-Dec,Stewart Street,Margaret Street,Tennyson Street,Richmond ,East/North,895,West/South,415,1310,36.7
2012-Dec,The Vaucluse,Church Street,Rowena Parade,Richmond ,East/North,229,West/South,324,553,32.8
2012-Dec,Waltham Street,Berry Street,Hodgson Terrace,Richmond ,East/North,469,West/South,517,986,35.6
2012-Dec,Woodlawn Street,Richmond Terrace,Sutton Grove,Richmond ,East/North,109,West/South,417,526,34.2
2011-Dec,Rae Street,Holden Street,Park Street,Fitzroy North,East/North,578,West/South,754,1332,36
2011-Dec,Somerset Street,Burnley Street,Davison Street,Richmond,East/North,867,West/South,468,1335,44.6
2010-Dec,Field Street,Ramsden Street,Roseneath Street,Clifton Hill,East/North,261,West/South,981,1242,47.2
2010-Dec,Gordon Street,Ramsden Street,Roseneath Street,Clifton Hill,East/North,898,West/South,4,902,43.9
2010-Dec,Gray Street,Noone Street,Roseneath Street,Clifton Hill,East/North,2839,West/South,2520,5359,43.9
2010-Dec,Groom Street,Noone Street,Roseneath Street,Clifton Hill,East/North,481,West/South,436,917,40.7
2010-Dec,Kiewa Street,Dally Street,Roseneath Street,Clifton Hill,East/North,168,West/South,119,287,31.3
2010-Dec,Noone Street,Gray Street,Groom Street,Clifton Hill,East/North,465,West/South,1618,2083,46.4
2010-Dec,Roseneath Street,Field Street,Gray Street,Clifton Hill,East/North,388,West/South,1067,1455,43.6
2010-Dec,Roseneath Street,Gray Street,Kiewa Street,Clifton Hill,East/North,2392,West/South,1444,3836,41
2010-Dec,Rutland Street,Noone Street,Roseneath Street,Clifton Hill,East/North,606,West/South,618,1224,46.8
2010-Dec,Yambla Street,Ramsden Street,Roseneath Street,Clifton Hill,East/North,1952,West/South,51,2003,36.4
2009-Dec,Canning Street,Davis Street,Princes Street,Carlton North,East/North,238,West/South,343,581,38.2
2009-Dec,Canning Street,Davis Street,Lee Street,Carlton North,East/North,669,West/South,364,1033,39.6
2009-Dec,Charles Street,Gipps Street,Vere Street,Abbotsford,East/North,211,West/South,259,470,46.4
2009-Dec,Davis Street,Canning Street,Rathdowne Street,Carlton North,East/North,571,West/South,94,665,49.7
2009-Dec,Hotham Street,Emma Street,Wellington Street,Collingwood,East/North,413,West/South,407,820,38.9
2009-Dec,Lee Street,Nicholson Street,Station Street,Carlton North,East/North,266,West/South,98,364,37.8
2009-Dec,Lee Street,Canning Street,Rathdowne Street,Carlton North,East/North,425,West/South,13,438,36
2009-Dec,Lee Street,Canning Street,Station Street,Carlton North,East/North,458,West/South,461,919,37.8
2009-Dec,Station Street,Lee Street,Princes Street,Carlton North,East/North,145,West/South,635,780,38.9
2009-Dec,Station Street,Lee Street,Newry Street,Carlton North,East/North,202,West/South,904,1106,42.8
2009-Dec,Taylor Street,Glenlyon Road,Miller Street,Fitzroy North,East/North,214,West/South,162,376,46.7
2009-Dec,Wellington Street,Council Street,Kent Street,Clifton Hill,East/North,3426,West/South,3412,6838,39.2
