date_captured,road_name,section_start,section_end,suburb,direction_1,vehicles_1,direction_2,vehicles_2,volume_per_day,85th_percentile_speed
2015-Jan,Butler Street,Jonas Street,Shelley Street,Richmond,East/North,192,West/South,261,453,28.4
2015-Jan,Rae Street,Liverpool Street,Scotchmer Street,Fitzroy North,East/North,1115,West/South,784,1899,40.7
2015-Jan,Rae Street,Reid Street,Scotchmer Street,Fitzroy North,East/North,955,West/South,1531,2486,40.7
2015-Jan,Shelley Street,Butler Street,Victoria Street,Richmond,East/North,1659,West/South,1638,3297,35.3
2010-Jan,Hood Street,Hoddle Street,Islington Street,Collingwood,East/North,438,West/South,12,450,32
2019-Feb,Fraser Street,Bridge Road,Corsair Street,Richmond,East/North,327,West/South,487,814,36.6
2019-Feb,Jamieson Street,McKean Street,Queens Parade,Fitzroy North,East/North,742,West/South,698,1440,38.6
2019-Feb,Laneway (rear of 106-160 Nicholson St),Gipps Street,Harper Street,Abbotsford,East/North,28,West/South,37,65,24.5
2019-Feb,Parkville Street,Stawell Street,Gibdon Street,Richmond,East/North,94,West/South,2,96,30.4
2019-Feb,ROW 374 (parralel to Canning Street),Curtain Street,Fenwick Street,Carlton North,East/North,29,West/South,11,40,35.04
2019-Feb,Stawell Street,Madden Grove,Parkville Street,Richmond,East/North,271,West/South,336,607,33.2
2018-Feb,Clifton Avenue,Ramsden Street,Roseneath Street,Clifton Hill,East/North,2,West/South,967,969,40
2018-Feb,Eddy Court,Stanton Street,main car park,Abbotsford,East/North,124,West/South,131,255,23
2018-Feb,Gibdon Street,Crimea Street,Parkville Street,Burnley,East/North,244,West/South,1992,2236,42
2018-Feb,Gibdon Street,Crimea Street,Parkville Street,Richmond,East/North,244,West/South,1992,2236,42.21
2018-Feb,Johnson Street,Jubilee Place,Lincoln Street,Richmond,East/North,926,West/South,357,1283,41.8
2018-Feb,Little Hoddle Street,Elizabeth Street,Victoria Street,Richmond,East/North,77,West/South,44,121,30.6
2018-Feb,MacPherson Street,McIlwraith Street,Wilson Street,Carlton North,East/North,1341,West/South,841,2182,46.4
2018-Feb,McKean Street,Delbridge Street,Michael Street,Fitzroy North,East/North,1110,West/South,1103,2213,43.6
2018-Feb,Rule Street,Bromham Place,Church Street,Richmond,East/North,512,West/South,3,515,36.4
2018-Feb,The Esplanade,Spensley Street,Walker Street,Clifton Hill,East/North,717,West/South,534,1251,43
2018-Feb,Walker Street,Dwyer Street,Fenwick Street,Clifton Hill,East/North,345,West/South,431,776,45.7
2018-Feb,Walker Street,Dwyer Street,The Esplanade,Clifton Hill,East/North,665,West/South,513,1178,48.6
2018-Feb,Wright Street,Dwyer Street,Yambla Street,Clifton Hill,East/North,634,West/South,491,1125,42.8
2018-Feb,Yarra Street,Hunter Street,Paterson Street,Abbotsford,East/North,104,West/South,162,266,34.4
2017-Feb,Barkly Street,Dean Street,Melville Street,Fitzroy North,East/North,700,West/South,748,1448,37.4
2017-Feb,Berry Street,Church Street,Waltham Street,Richmond,East/North,6,West/South,105,111,31.4
2017-Feb,Budd Street,Alexandra Parade,Mater Street,Collingwood,East/North,205,West/South,64,269,40.7
2017-Feb,Dean Street,Barkly Street,Holden Street,Fitzroy North,East/North,1065,West/South,399,1464,39.6
2017-Feb,Easey Street,Gold Street,Wellington Street,Collingwood,East/North,408,West/South,312,720,43.6
2017-Feb,Easey Street,Gold Street,Hoddle Street,Collingwood,East/North,444,West/South,315,759,43.6
2017-Feb,Gold Street,Alexandra Parade,Mater Street,Collingwood,East/North,353,West/South,228,581,38.5
2017-Feb,Gold Street,Hotham Street,Mater Street,Collingwood,East/North,414,West/South,409,823,40
2017-Feb,Grattan Place,Richmond Terrace,Rowena Parade,Richmond,East/North,2,West/South,141,143,25.6
2017-Feb,Grattan Place,Richmond Terrace,Rowena Parade,Richmond,East/North,3,West/South,141,144,20.9
2017-Feb,Holtom Street West,Arnold Street,Bowen Crescent,Carlton North,East/North,529,West/South,555,1084,37.1
2017-Feb,Hotham Street,Gold Street,Hoddle Street,Collingwood,East/North,309,West/South,447,756,42.5
2017-Feb,Hotham Street,Budd Street,Smith Street,Collingwood,East/North,353,West/South,501,854,37.1
2017-Feb,Hotham Street,Emma Street,Wellington Street,Collingwood,East/North,384,West/South,533,917,37.1
2017-Feb,Hotham Street,Charlotte Street,Wellington Street,Collingwood,East/North,541,West/South,497,1038,41
2017-Feb,Keele Street,Gold Street,Wellington Street,Collingwood,East/North,527,West/South,363,890,37.8
2017-Feb,Lane number 245.1,Singleton Street,Vere Street,Collingwood,East/North,3,West/South,4,7,22
2017-Feb,Lane number 245.1,Gipps Street,Singleton Street,Collingwood,East/North,46,West/South,135,181,18.7
2017-Feb,MacPherson Street,Arnold Street,Wilson Street,Carlton North,East/North,934,West/South,285,1219,43.2
2017-Feb,Masons Lane,Johnston Street,Valiant Street,Abbotsford,East/North,4,West/South,10,14,18
2017-Feb,Moor Street,George Street,Napier Street,Fitzroy,East/North,1285,West/South,1185,2470,35.6
2017-Feb,Newry Street,Canning Street,Rathdowne Street,Carlton North,East/North,368,West/South,398,766,42.1
2017-Feb,Pilkington Street,Barkly Street,Holden Street,Fitzroy North,East/North,299,West/South,336,635,40.7
2017-Feb,Ramsden Street,Berry Street,Fenwick Street,Clifton Hill,East/North,858,West/South,1040,1898,38.9
2017-Feb,Rose Street,Coppin Street,Rooney Street,Richmond,East/North,174,West/South,26,200,31
2017-Feb,Rose Street,Brunswick Street,Fitzroy Street,Fitzroy,East/North,693,West/South,791,1484,25.2
2017-Feb,Sackville Street,Gold Street,Wellington Street,Collingwood,East/North,962,West/South,347,1309,40.7
2017-Feb,Scotchmer Street,Nicholson Street,Rae Street,Fitzroy North,East/North,2745,West/South,3235,5980,42.5
2017-Feb,Trenerry Crescent,Abbott Street,Turner Street,Abbotsford,East/North,4093,West/South,2815,6908,39.6
2017-Feb,York Street,New Street,Regent Street,Richmond,East/North,882,West/South,581,1463,34.9
2016-Feb,Canning Street,Davis Street,Lee Street,Carlton North,East/North,352,West/South,395,747,37.1
2016-Feb,Davis Street,Canning Street,Rathdowne Street,Carlton North,East/North,545,West/South,247,792,46.1
2016-Feb,Dover Street,Fitzgibbon Street,Kelso Street,Richmond,East/North,4,West/South,608,612,38.5
2016-Feb,Hodgkinson Street,Smith Street,Wellington Street,Clifton Hill,East/North,356,West/South,483,839,36.4
2016-Feb,Hotham Street,Gold Street,Hoddle Street,Collingwood,East/North,309,West/South,446,755,42.5
2016-Feb,Lane number 213,Little Oxford Street,Oxford Street,Collingwood,East/North,3,West/South,14,17,14
2016-Feb,Lee Street,Canning Street,Rathdowne Street,Carlton North,East/North,4,West/South,308,312,33.5
2016-Feb,Lee Street,Canning Street,Station Street,Carlton North,East/North,336,West/South,599,935,35.3
2016-Feb,Station Street,Lee Street,Newry Street,Carlton North,East/North,164,West/South,739,903,39.2
2016-Feb,Wellington Street,Derby Street,Victoria Parade,Collingwood,East/North,3842,West/South,4713,8555,36
2016-Feb,Wellington Street,Derby Street,Langridge Street,Collingwood,East/North,4727,West/South,4829,9556,39.6
2016-Feb,Wellington Street,Gipps Street,Peel Street,Collingwood,East/North,5528,West/South,6793,12321,40.3
2015-Feb,Albert Street,Brighton Street,Church Street,Richmond,East/North,684,West/South,471,1155,38.5
2015-Feb,Arnold Street,Paterson Street,Richardson Street,Carlton North,East/North,1,West/South,413,414,31.7
2015-Feb,Arnold Street,Paterson Street,Pigdon Street,Carlton North,East/North,392,West/South,357,749,38.5
2015-Feb,Bowen Crescent,Garton Street,Pigdon Street,Carlton North,East/North,1468,West/South,1001,2469,38.2
2015-Feb,Bowen Crescent,Holtom Street West,Pigdon Street,Carlton North,East/North,3570,West/South,3756,7326,33.8
2015-Feb,Bowen Crescent,Lang Street,Park Street,Carlton North,East/North,4525,West/South,3992,8517,38.9
2015-Feb,Garton Street,Paterson Street,Richardson Street,Carlton North,East/North,2037,West/South,494,2531,35.3
2015-Feb,Holtom Street West,Arnold Street,Garton Street,Carlton North,East/North,497,West/South,538,1035,37.8
2015-Feb,Jonas Street,Butler Street,Victoria Street,Richmond,East/North,1252,West/South,15,1267,34.9
2015-Feb,Lesney Street,Church Street,Mary Street,Richmond,East/North,2,West/South,681,683,36
2015-Feb,Lygon Street,Holtom Street East,Park Street,Carlton North,East/North,11398,West/South,0,11398,49.7
2015-Feb,Lygon Street,Paterson Street,Richardson Street,Carlton North,East/North,12068,West/South,0,12068,55.4
2015-Feb,Lygon Street,Holtom Street East,Park Street,Carlton North,East/North,0,West/South,11587,11587,51.5
2015-Feb,Lygon Street,Paterson Street,Richardson Street,Carlton North,East/North,0,West/South,12497,12497,53.3
2015-Feb,MacPherson Street,McIlwraith Street,Wilson Street,Carlton North,East/North,1188,West/South,872,2060,49.7
2015-Feb,Madden Grove,Gibdon Street,Loyola Grove,Richmond,East/North,1445,West/South,1796,3241,41.8
2015-Feb,McIlwraith Street,Holtom Street East,Pigdon Street,Carlton North,East/North,7,West/South,295,302,35.3
2015-Feb,McIlwraith Street,Cassar Place,Holtom Street East,Carlton North,East/North,151,West/South,188,339,35.6
2015-Feb,McIlwraith Street,Paterson Street,Richardson Street,Carlton North,East/North,358,West/South,250,608,43.9
2015-Feb,Park Street,McIlwraith Street,Wilson Street,Carlton North,East/North,575,West/South,654,1229,41
2015-Feb,Park Street,Bowen Crescent,Garton Street,Carlton North,East/North,0,West/South,2785,2785,39.6
2015-Feb,Pigdon Street,McIlwraith Street,Wilson Street,Carlton North,East/North,3427,West/South,2731,6158,41
2015-Feb,Rae Street,Newry Street,York Street,Fitzroy North,East/North,326,West/South,1441,1767,36.7
2015-Feb,Reid Street,Nicholson Street,Rae Street,Fitzroy North,East/North,4001,West/South,3817,7818,38.5
2015-Feb,Richardson Street,McIlwraith Street,Wilson Street,Carlton North,East/North,393,West/South,574,967,45
2015-Feb,Stawell Street,Barkly Avenue,Madden Grove,Richmond,East/North,252,West/South,225,477,40.3
2015-Feb,Wellington Street,Derby Street,Victoria Parade,Collingwood,East/North,3975,West/South,5272,9247,47.2
2015-Feb,Wellington Street,Gipps Street,Langridge Street,Collingwood,East/North,5370,West/South,6229,11599,45.4
2015-Feb,Wilson Street,Cassar Place,Pigdon Street,Carlton North,East/North,374,West/South,192,566,38.2
2015-Feb,Wilson Street,Paterson Street,Richardson Street,Carlton North,East/North,520,West/South,366,886,45
2015-Feb,Yarra Street,Hoddle Street,Park Street,Abbotsford,East/North,456,West/South,13,469,37.1
2014-Feb,Abinger Street,Hosie Street,Spencer Place,Richmond,East/North,531,West/South,454,985,34.6
2014-Feb,Albert Street,Brighton Street,Church Street,Richmond,East/North,687,West/South,472,1159,38.5
2014-Feb,Alphington Street,Heidelberg Road,Park Crescent,Alphington,East/North,193,West/South,217,410,40.3
2014-Feb,Berry Street,Ramsden Street,Spensley Street,Clifton Hill,East/North,575,West/South,914,1489,50
2014-Feb,Bosisto Street,Cameron Street,Hull Street,Richmond,East/North,354,West/South,285,639,39.6
2014-Feb,Brighton Street,Prince Patrick Street,Yorkshire Street,Richmond,East/North,1164,West/South,712,1876,42.1
2014-Feb,Brougham Street,Church Street,Lyndhurst Street,Richmond,East/North,685,West/South,424,1109,35.3
2014-Feb,Charles Street,Charlotte Street,Swan Street,Richmond,East/North,663,West/South,732,1395,36.7
2014-Feb,Charlotte Street,Charles Street,Church Street,Richmond,East/North,317,West/South,339,656,41.4
2014-Feb,Coppin Street,Benson Street,Wall Street,Richmond,East/North,3341,West/South,3375,6716,37.8
2014-Feb,Coppin Street,Abinger Street,Wall Street,Richmond,East/North,3357,West/South,4450,7807,40.3
2014-Feb,Elm Grove,Charles Street,Church Street,Richmond,East/North,390,West/South,426,816,36.7
2014-Feb,Fenwick Street,O'Grady Street,Spensley Street,Clifton Hill,East/North,2532,West/South,1036,3568,38.5
2014-Feb,Fitzroy Street,Argyle Street,Johnston Street,Fitzroy,East/North,15,West/South,656,671,29.5
2014-Feb,Gipps Street,Charles Street,Nicholson Street,Abbotsford,East/North,3934,West/South,4654,8588,37.1
2014-Feb,Gordon Street,Chestnut Street,Walnut Street,Richmond,East/North,152,West/South,317,469,22.3
2014-Feb,Grant Street,Ramsden Street,Spensley Street,Clifton Hill,East/North,353,West/South,586,939,47.5
2014-Feb,Hull Street,Bosisto Street,Thomas Street,Richmond,East/North,220,West/South,280,500,32.4
2014-Feb,Judd Street,Bridge Road,Cameron Street,Richmond,East/North,294,West/South,198,492,29.9
2014-Feb,Kelso Street,Cubitt Street,Stephenson Street,Richmond,East/North,223,West/South,275,498,30.2
2014-Feb,Lane number 307,Nicholson Street,Park Street,Abbotsford,East/North,18,West/South,19,37,27
2014-Feb,Lesney Street,Church Street,Mary Street,Richmond,East/North,2,West/South,681,683,36
2014-Feb,Malleson Street,Lyndhurst Street,Mary Street,Richmond,East/North,451,West/South,462,913,40.3
2014-Feb,Mary Street,Benson Street,Wall Street,Richmond,East/North,5,West/South,331,336,35.6
2014-Feb,Mary Street,Benson Street,McNamara Street,Richmond,East/North,4,West/South,488,492,33.8
2014-Feb,South Terrace,Gold Street,Hoddle Street,Clifton Hill,East/North,1473,West/South,1890,3363,38.2
2014-Feb,St Georges Road,Freeman Street,Nicholson Street,Fitzroy North,East/North,201,West/South,505,706,39.6
2014-Feb,Yarra Bend Road,Fairlea Road,Heidelberg Road,Alphington,East/North,2608,West/South,2556,5164,43.6
2013-Feb,Baker Street,Johnson Street,Lambert Street,Richmond,East/North,2691,West/South,1903,4594,38.2
2013-Feb,Cutter Street,Bliss Street,Farmer Street,Richmond,East/North,640,West/South,11,651,34.6
2013-Feb,Gwynne Street,Balmain Street,Munro Street,Richmond,East/North,309,West/South,306,615,34.9
2013-Feb,Nicholson Street,Langridge Street,Victoria Street,Abbotsford,East/North,3659,West/South,3375,7034,40.7
2013-Feb,Reid Street,Brunswick Street,Seacombe Street,Fitzroy North,East/North,2208,West/South,3147,5355,43.9
2013-Feb,Rowena Parade,Church Street,Portland Street,Richmond,East/North,313,West/South,395,708,38.2
2013-Feb,Somerset Street,Church Street,Newlands Street,Richmond,East/North,314,West/South,449,763,36
2013-Feb,Station Street,Mary Street,Pigdon Street,Carlton North,East/North,402,West/South,474,876,44.3
2013-Feb,Station Street,MacPherson Street,Richardson Street,Carlton North,East/North,326,West/South,619,945,38.9
2013-Feb,Station Street,Curtain Street,Newry Street,Carlton North,East/North,271,West/South,709,980,41
2013-Feb,The Vaucluse,Church Street,Rowena Parade,Richmond,East/North,246,West/South,330,576,32
2013-Feb,Westgarth Street,Napier Street,Young Street,Fitzroy,East/North,1302,West/South,1336,2638,36.7
2012-Feb,Austin Street,Heidelberg Road,Park Crescent,Alphington ,East/North,160,West/South,217,377,37.4
2012-Feb,Brunswick Street North,Park Street,Scotchmer Street,Fitzroy North,East/North,777,West/South,1073,1850,41.8
2012-Feb,Buckingham Street,Gardner Street,Johnson Street,Richmond,East/North,1366,West/South,1547,2913,39.2
2012-Feb,Forest Street,Alexandra Parade,Hotham Street,Collingwood ,East/North,44,West/South,48,92,38.5
2012-Feb,Lennox Street,Goodwood Street,Bridge Road,Richmond ,East/North,3508,West/South,4292,7800,39.6
2012-Feb,Napier Street,Cecil Street,Westgarth Street,Fitzroy ,East/North,643,West/South,512,1155,26.3
2012-Feb,Nicholson Street,Langridge Street,Victoria Street,Abbotsford ,East/North,3205,West/South,3326,6531,42.5
2012-Feb,Northcote Street,Brighton Street,Church Street,Richmond ,East/North,66,West/South,21,87,25.9
2012-Feb,Oxford Street,Derby Street,Landridge Street,Collingwood ,East/North,300,West/South,413,713,27
2012-Feb,Walnut Street,Balmain Street,Gordon Street,Richmond ,East/North,90,West/South,55,145,23.4
2012-Feb,Wilson Street,Pigdon Street,Solly Avenue,Carlton North,East/North,313,West/South,227,540,42.8
2011-Feb,Blanche Street,Alexandra Parade,Mater Street,Collingwood,East/North,117,West/South,64,181,35.3
2011-Feb,Bliss Street,Burnley Street,Cutter Street,Richmond,East/North,201,West/South,13,214,31
2011-Feb,Cutter Street,Bliss Street,Farmer Street,Richmond,East/North,305,West/South,9,314,33.5
2011-Feb,Egan Street,Hoddle Street,New Street,Richmond,East/North,339,West/South,262,601,37.1
2011-Feb,Emma Street,Alexandra Parade,Mater Street,Collingwood,East/North,165,West/South,158,323,37.8
2011-Feb,Fitzroy Street,Bell Street,Greeves Street,Fitzroy  ,East/North,129,West/South,68,197,29.9
2011-Feb,Little Charles Street,Little Charles Close,Victoria Street,Abbotsford ,East/North,6,West/South,62,68,32.9
2011-Feb,Michael Street,Falconer Street,Rowe Street,Fitzroy North,East/North,3339,West/South,0,3339,48.2
2011-Feb,Michael Street,Falconer Street,Rowe Street,Fitzroy North,East/North,0,West/South,3381,3381,42.8
2011-Feb,Miller Street,Nicholson Street,Taylor Street,Fitzroy North,East/North,833,West/South,838,1671,50.4
2011-Feb,Miller Street,Rae Street,Taylor Street,Fitzroy North,East/North,991,West/South,965,1956,37.4
2011-Feb,Miller Street,Nicholson Street,Taylor Street,Fitzroy North,East/North,1234,West/South,1053,2287,40.3
2011-Feb,Miller Street,King Street,Rae Street,Fitzroy North,East/North,1235,West/South,1115,2350,40.3
2011-Feb,Miller Street,King Street,Ida Street,Fitzroy North,East/North,1249,West/South,1115,2364,38.5
2011-Feb,Miller Street,Ida Street,St Georges Road,Fitzroy North,East/North,1723,West/South,1487,3210,38.5
2011-Feb,Park Street,Bennett Street,Kneen Street,Fitzroy North,East/North,2598,West/South,2714,5312,45
2011-Feb,Reid Street,Brunswick Street,Rae Street,Fitzroy North,East/North,2256,West/South,2789,5045,43.6
2011-Feb,Smith Street,Lennox Street,Shelley Street,Richmond,East/North,385,West/South,130,515,42.5
2011-Feb,Stillman Street,Burnley Street,Type Street,Richmond,East/North,196,West/South,253,449,41.8
2011-Feb,Trenerry Crescent,Abbott Street,Turner Street,Abbotsford ,East/North,4192,West/South,2396,6588,42.5
2011-Feb,York Street,Hoddle Street,Regent Street,Richmond,East/North,1197,West/South,228,1425,35.6
2010-Feb,Balmain Street,Church Street,Green Street,Richmond,East/North,2587,West/South,3369,5956,45.4
2010-Feb,Budd Street,Hotham Street,Keele Street,Collingwood,East/North,374,West/South,242,616,33.8
2010-Feb,Charles Street,Elm Grove,Swan Street,Richmond,East/North,508,West/South,622,1130,44.6
2010-Feb,Davison Street,Highett Street,Somerset Street,Richmond,East/North,1244,West/South,817,2061,43.2
2010-Feb,Gold Street,Hotham Street,Mater Street,Collingwood,East/North,501,West/South,376,877,43.9
2010-Feb,Highett Street,Burnley Street,Davison Street,Richmond,East/North,4268,West/South,5689,9957,41.8
2010-Feb,Hodgkinson Street,Gold Street,Turnbull Street,Clifton Hill,East/North,727,West/South,401,1128,41.4
2010-Feb,Little George Street,Gertrude Street,Webb Street,Fitzroy,East/North,73,West/South,10,83,31.7
2010-Feb,Newry Street,Burnley Street,Edinburgh Street,Richmond,East/North,688,West/South,1085,1773,42.8
2010-Feb,Park Street,Amess Street,Canning Street,Carlton North,East/North,1842,West/South,2316,4158,51.8
2010-Feb,Park Street,Drummond Street,Rathdowne Street,Carlton North,East/North,2061,West/South,2192,4253,50
2010-Feb,Rokeby Street,Gipps Street,Langridge Street,Collingwood,East/North,26,West/South,542,568,37.8
2010-Feb,Scotchmer Street,Nicholson Street,Rae Street,Fitzroy North,East/North,3786,West/South,3639,7425,44.3
2010-Feb,Wellington Street,Hotham Street,Keele Street,Collingwood,East/North,6184,West/South,5995,12179,50
2010-Feb,Young Street,Gertrude Street,Graham Street,Fitzroy,East/North,471,West/South,19,490,37.1
2009-Feb,Drummond Street,Lee Street,Newry Street,Carlton North,East/North,300,West/South,952,1252,49.7
2009-Feb,Lee Street,Drummond Street,Lygon Street,Carlton North,East/North,25,West/South,372,397,41
2019-Mar,Condell Street,Napier Street,George Street,Fitzroy,East/North,237,West/South,3,240,32.2
2019-Mar,Gore Street,Condell Street,Charles Street,Fitzroy,East/North,1278,West/South,912,2190,39
2019-Mar,Little Nicholson Street,Mollison Street,Gipps Street,Abbotsford,East/North,67,West/South,73,140,30.3
2019-Mar,Newland Street,Somerset Street,Kent Street,Richmond ,East/North,176,West/South,117,293,34.8
2019-Mar,Wellington Street,Otter Street,Vere Street,Collingwood,East/North,6658,West/South,7345,14003,41.76
2018-Mar,West Street,Burnley Street,Gumbri Lane,Burnley,East/North,260,West/South,7,267,27.7
2017-Mar,Buckingham Street,Gardner Street,Johnson Street,Richmond,East/North,1579,West/South,1755,3334,40.1
2017-Mar,Byrne Street,Holden Street,St Georges Road,Fitzroy North,East/North,235,West/South,169,404,32.8
2017-Mar,Cameron Street,Lennox Street,Thomas Street,Richmond,East/North,8,West/South,621,629,34.2
2017-Mar,Cecil Street,Napier Street,Young Street,Fitzroy,East/North,7,West/South,153,160,28.2
2017-Mar,Chapel Street,Church Street,Walnut Street,Richmond,East/North,6,West/South,652,658,34.5
2017-Mar,Davison Street,Buckingham Street,Kent Street,Richmond,East/North,598,West/South,1101,1699,38.5
2017-Mar,Emma Street,Alexandra Parade,Mater Street,Collingwood,East/North,153,West/South,86,239,35.3
2017-Mar,Erin Street,Hoddle Street,Lennox Street,Richmond,East/North,1504,West/South,1635,3139,37.8
2017-Mar,Fitzroy Street,Kerr Street,Rose Street,Fitzroy,East/North,60,West/South,78,138,15.3
2017-Mar,Green Street,Adelaide Street,Chapel Street,Richmond,East/North,544,West/South,6,550,33.5
2017-Mar,Highett Street,Freeman Street,Lennox Street,Richmond,East/North,2054,West/South,3477,5531,41.8
2017-Mar,Hilton Street,Alexandra Parade,Council Street,Clifton Hill,East/North,48,West/South,135,183,38.2
2017-Mar,Kent Street,Davidson Street,Gardner Street,Richmond,East/North,341,West/South,424,765,34.4
2017-Mar,Kerr Street,Nicholson Street,Spring Street,Fitzroy,East/North,1022,West/South,586,1608,31.4
2017-Mar,Kerr Street,Brunswick Street,Fitzroy Street,Fitzroy,East/North,1124,West/South,510,1634,29.7
2017-Mar,Mark Street,Falconer Street,Scotchmer Street,Fitzroy North,East/North,3,West/South,462,465,39.6
2017-Mar,Neptune Street,Bridge Road,Corsair Street,Richmond,East/North,213,West/South,284,497,34.6
2017-Mar,Newry Street,Canning Street,Rathdowne Street,Carlton North,East/North,365,West/South,395,760,41
2017-Mar,Newry Street,Burnley Street,Edinburgh Street,Richmond,East/North,774,West/South,1175,1949,34.9
2017-Mar,Pigdon Street,Amess Street,Rathdowne Street,Carlton North,East/North,2560,West/South,2470,5030,42.1
2017-Mar,Richardson Street,Nicholson Street,Station Street,Carlton North,East/North,1863,West/South,2426,4289,38.5
2017-Mar,Richmond Terrace,Clifton Street,Waverley Street,Richmond,East/North,817,West/South,657,1474,43.8
2017-Mar,Rose Street,Nicholson Street,Spring Street,Fitzroy,East/North,380,West/South,482,862,25.5
2017-Mar,Rose Street,Fitzroy Street,Spring Street,Fitzroy,East/North,549,West/South,455,1004,22.7
2017-Mar,Rose Street,Brunswick Street,Fitzroy Street,Fitzroy,East/North,655,West/South,731,1386,27.5
2017-Mar,Rowena Parade,Miller Street,Punt Road,Richmond,East/North,1046,West/South,1180,2226,35.3
2017-Mar,Somerset Street,Burnley Street,Davison Street,Richmond,East/North,361,West/South,394,755,39.3
2017-Mar,Spring Street,Kerr Street,Rose Street,Fitzroy,East/North,139,West/South,329,468,28.7
2017-Mar,Stawell Street,Manton Street,Stillman Street,Richmond,East/North,689,West/South,717,1406,38.9
2017-Mar,Westgarth Street,Brunswick Street,Fitzroy Street,Fitzroy,East/North,345,West/South,532,877,27
2017-Mar,Westgarth Street,Fitzroy Street,Nicholson Street,Fitzroy,East/North,483,West/South,433,916,34.6
2017-Mar,Young Street,Alexandra Parade,Cecil Street,Fitzroy,East/North,311,West/South,2,313,30.2
2016-Mar,Lucerne Crescent,Como Street,View Street,Alphington,East/North,189,West/South,234,423,39.6
2016-Mar,Miller Street,Ida Street,King Street,Fitzroy North,East/North,1388,West/South,1333,2721,40
2016-Mar,Miller Street,Ida Street,King Street,Fitzroy North,East/North,1451,West/South,1501,2952,39.6
2016-Mar,Railway Place,Green Street,Royal Place,Richmond,East/North,132,West/South,11,143,24.8
2016-Mar,Station Street,Mary Street,Park Street,Carlton North,East/North,443,West/South,493,936,44.3
2015-Mar,Abinger Street,Coppin Street,Mary Street,Richmond,East/North,473,West/South,639,1112,34.6
2015-Mar,Bennett Street,Park Street,Scotchmer Street,Fitzroy North,East/North,246,West/South,289,535,41.4
2015-Mar,Campbell Street,Gipps Street,McCutcheon Way,Collingwood,East/North,5,West/South,464,469,38.2
2015-Mar,Coppin Street,Madden Grove,Rose Street,Richmond,East/North,2502,West/South,937,3439,40
2015-Mar,Cromwell Street,Langridge Street,Victoria Parade,Collingwood,East/North,1217,West/South,16,1233,36
2015-Mar,Edinburgh Street,Boyd Street,Newry Street,Richmond,East/North,400,West/South,407,807,38.9
2015-Mar,Edinburgh Street,Newry Street,Swan Street,Richmond,East/North,640,West/South,584,1224,37.1
2015-Mar,Elizabeth Street,Lennox Street,Shelley Street,Richmond,East/North,5679,West/South,4913,10592,39.2
2015-Mar,Freeman Street,Lennox Street,Bowen Street,Richmond,East/North,6,West/South,86,92,28.1
2015-Mar,George Street,Chapel Street,Greeves Street,Fitzroy,East/North,975,West/South,1105,2080,36
2015-Mar,Kelso Street,Cubitt Street,Stephenson Street,Richmond,East/North,222,West/South,274,496,30.2
2015-Mar,Nicholson Street,Studley Street,Yarra Street,Abbotsford,East/North,6251,West/South,6748,12999,40.7
2015-Mar,Otter Street,Smith Street,Wellington Street,Collingwood,East/North,1039,West/South,996,2035,38.5
2015-Mar,Parkins Lane,Cremorne Street,Wellington Street,Richmond,East/North,22,West/South,143,165,23
2015-Mar,Rose Street,Coppin Street,Rooney Street,Richmond,East/North,140,West/South,14,154,18.7
2015-Mar,Wall Street,Coppin Street,Lord Street,Richmond,East/North,775,West/South,710,1485,39.2
2014-Mar,Blanche Street,Cremorne Street,Wellington Street,Richmond,East/North,114,West/South,6,120,27
2014-Mar,Cooke Street,Nelson Street,Victoria Street,Abbotsford,East/North,348,West/South,9,357,30.2
2014-Mar,Coppin Street,Benson Street,Swan Street,Richmond,East/North,3798,West/South,3393,7191,42.8
2014-Mar,Fraser Street,Bridge Road,Corsair Street,Richmond,East/North,336,West/South,428,764,37.8
2014-Mar,Highett Street,Coppin Street,Gleadell Street,Richmond,East/North,5870,West/South,6229,12099,47.5
2014-Mar,Hunter Street,Bridge Road,Corsair Street,Richmond,East/North,108,West/South,293,401,34.2
2014-Mar,Lane number 87,Grant Street,John Street,Clifton Hill,East/North,9,West/South,5,14,15.8
2014-Mar,Leslie Street,Buckingham Street,Victoria Street,Richmond,East/North,216,West/South,334,550,40.3
2014-Mar,Lord Street,Boyd Street,Newry Street,Richmond,East/North,1107,West/South,480,1587,40.7
2014-Mar,Loretto Street,Jessie Street,Wellington Street,Richmond,East/North,47,West/South,24,71,21.6
2014-Mar,Neptune Street,Bridge Road,Corsair Street,Richmond,East/North,228,West/South,279,507,35.6
2014-Mar,Newry Street,Canterbury Street,Edinburgh Street,Richmond,East/North,448,West/South,809,1257,36.7
2014-Mar,Park Crescent,Panther Place,Station Street,Alphington,East/North,269,West/South,342,611,33.1
2014-Mar,Roseneath Street,Hoddle Street,Rutland Street,Clifton Hill,East/North,2396,West/South,3316,5712,37.1
2014-Mar,Rout Street,Punt Road,Wellington Street,Richmond,East/North,13,West/South,78,91,25.2
2014-Mar,Yarralea Street,Gibson Street,Phillips Street,Alphington,East/North,226,West/South,476,702,37.1
2013-Mar,Charles Street,Gipps Street,Vere Street,Abbotsford ,East/North,202,West/South,211,413,45.7
2013-Mar,Moorhouse Street,Bridge Road,Erin Street,Richmond,East/North,495,West/South,446,941,35.3
